tag,conteudo,saida
DESEMBARGADOR, Des  Joao Alves da Silva  AGRAVANTE  Estado da Paraiba  Representado Por Seu Procurador  Wladimir Romaniuc Neto  AGRAVADO  Jose Chaves Sobrinho  ADVOGADO  Jose Francisco Xavier Oab pb 14897  AGRAVO INTERNO  DECISAO MONOCRATICA QUE REFORMA PARCIALMENTE A SENTENCA PARA DE  TERMINAR QUE OS ANUENIOS PERMANECAM NO PERCENTUAL DESCONGELADO ATE O DIA 25 01 2012 E ADEQUAR OS JUROS DE MORA E CORRECAO MONETARIA  ACAO DE OBRIGACAO DE FAZER C C OBRIGACAO  POLICIAL MILITAR  ANUENIO  CONGELAMENTO  PRESCRICAO DE FUNDO DE DIREITO  INOCORRENCIA  TRATO SUCESSIVO  PRESCRICAO QUINQUENAL  SUMULA N  85 DO STJ E DECRETO LEI N  20 910 1932  MERITO  IMPOSSIBILIDADE DE CONGELAMENTO A PARTIR DA LC N  50 2003  EDICAO DA MP 185 2012 E DA LEI N  9 703 2012  ADICIONAL CONGELADO A CONTAR DA VIGENCIA DA MP  REFORMA NESTE PONTO  JURISPRUDENCIA DOMINANTE  APLICACAO DO ARTIGO 557   1  A  DO CPC  E SUMULA 253  DO STJ  LEGISLACAO APLICAVEL A EPOCA  MANUTENCAO DA DECISAO  AGRAVO DESPROVIDO    Segundo o STJ         O entendimento jurisprudencial do Superior Tribunal de Justica esta disposto no sentido de que nao se opera a prescricao do fundo de direito  mas apenas das parcelas vencidas no quinquenio anterior ao ajuizamento da acao  por configurar se relacao de trato sucessivo  conforme disposto na Sumula 85 STJ   Nas relacoes juridicas de trato sucessivo em que a Fazenda Publica figure como devedora  quando nao tiver sido negado o proprio direito reclamado  a prescricao atinge apenas as prestacoes vencidas antes do quinquenio anterior a propositura da acao       1    A Lei Complementar n  50 2003  a despeito de determinar o congelamento dos adicionais e gratificacoes devidos aos servidores publicos  nao possui qualquer aplicabilidade in casu  posto que se limita e alcanca  unica e exclusivamente  os servidores da Administracao Direta e Indireta do Poder Executivo  nao abrangendo os servidores militares  os quais  frise se  sao regidos por norma especial  Deste modo  somente a partir de janeiro de 2012  e que passou a se estender o congelamento dos adicionais prescrito na LC n  50 2003 aos Militares  por ocasiao da Medida Provisoria n  185 2012  posterior  mente convertida na Lei n  9 703 2012     A 1  Secao STJ  ao apreciar o REsp 1 270 439 PR  Rel  Min  Castro Meira  DJe de 2 8 2013  recurso submetido ao regime previsto no art  543 C do CPC   levando em consideracao o entendimento firmado no julgamento da ADI 4 357 DF  acordao pendente de publicacao   pacificou entendi  mento no sentido de que  em se tratando de condenacao imposta a Fazenda Publica  de natureza nao tributaria  os juros moratorios devem ser calculados com base no indice oficial de remuneracao basica e juros aplicados a caderneta de poupanca  nos termos da regra do art  1  F da Lei 9 494 97  com redacao da Lei 11 960 09  no que concerne ao periodo posterior a sua vigencia  ja a correcao monetaria  por forca da declaracao de inconstituci  onalidade parcial do art  5  da Lei 11 960 09  ADI 4357 DF   devera ser calculada com base no IPCA  indice que melhor reflete a inflacao acumulada do periodo  2 ACORDA a 4  Camara Especializada Civel do Egregio Tribunal de Justica do Estado da Paraiba  negar provimento ao agravo interno  integrando a decisao a sumula de julgamento encartada a fl  172 ,1

DESEMBARGADOR, DESA  MARIA DAS GRACAS MORAIS GUEDES  POR MOTIVOS DE SAUDE   COTA DA SESSAO NO DIA 19 12 2017   ADIADO  PARA SESSAO NO DIA 23 01 2018  FACE AUSENCIA JUSTIFICADA DO EXMO  DES  JOSE AURELIO DA CRUZ   COTA DA SESSAO NO DIA 23 01 2018   ADIADO  PARA SESSAO NO DIA 30 01 2018  FACE AUSENCIA JUSTIFICADA DO EXMO  DES  JOSE AURELIO DA CRUZ   COTA DA SESSAO NO DIA 30 01 2018   ADIADO  PARA SESSAO NO DIA 20 02 2018  FACE AUSENCIA JUSTIFI  CADA DO EXMO  DES  SAULO HENRIQUES DE SA E BENEVIDES   COTA DA SESSAO NO DIA 20 02 2018   ADIADO  PARA PROXIMA SESSAO  FACE AUSENCIA JUSTIFICADA DO EXMO  DES  JOSE AURELIO DA CRUZ   COTA DA SESSAO NO DIA 27 02 2018   ADIADO  PARA SESSAO NO DIA 06 03 2018  FACE A AUSENCIA JUSTIFICADA DO EXMO  DES  JOSE AURELIO DA CRUZ   COTA DA SESSAO NO DIA 06 03 2018   ADIADO  PARA SESSAO NO DIA 13 03 2018  FACE AUSENCIA JUSTIFICADA DO EXMO  DES  JOSE AURELIO DA CRUZ   NECESSARIO ENCAMINHAMENTO DE OFICIO  PARA CONVOCACAO DOS DEMAIS VOGAIS QUE COMPLEMENTARAO O QUORUM DE JULGAMENTO DO REFERIDO PRO  CESSO  COTA DA SESSAO NO DIA 13 03 2018   ADIADO  PARA SESSAO NO DIA 20 03 2018  FACE AUSENCIA JUSTIFICADA DO EXMO  DES  JOSE AURELIO DA CRUZ  ,1

DESEMBARGADOR, DES  SAULO HENRIQUES DE SA E BENEVIDES   COTA DA SESSAO NO DIA 20 02 2018   ADIADO  PARA PROXIMA SESSAO  FACE AUSENCIA JUSTIFICADA DO EXMO  DES  JOSE AURELIO DA CRUZ   COTA DA SESSAO NO DIA 27 02 2018   ADIADO  PARA SESSAO NO DIA 06 03 2018  FACE A AUSENCIA JUSTIFICADA DO EXMO  DES  JOSE AURELIO DA CRUZ   COTA DA SESSAO NO DIA 06 03 2018   ADIADO  PARA SESSAO NO DIA 13 03 2018  FACE AUSENCIA JUSTIFICADA DO EXMO  DES  JOSE AURELIO DA CRUZ   NECESSARIO ENCAMINHAMENTO DE OFICIO  PARA CONVOCACAO DOS DE  MAIS VOGAIS QUE COMPLEMENTARAO O QUORUM DE JULGAMENTO DO REFERIDO PROCESSO  COTA DA SESSAO NO DIA 13 03 2018   ADIADO  PARA SESSAO NO DIA 20 03 2018  FACE AUSENCIA JUSTIFICADA DO EXMO  DES  JOSE AURELIO DA CRUZ   PAUTA ORDINARIA PJE ,1

DESEMBARGADOR, Dr a   Carlos Eduardo Leite Lisboa,0

DESEMBARGADOR, Desa  Maria das Gracas Morais Guedes  APELANTE  Banco Volkswagen S a  ADVOGADO  Manuela Motta Moura da Fonte  oab pe N  20 397   APELADO  Ronaldo Dantas Maciel  ADVOGADO  Andre Ricardo A  G  Moniz  oab pb N  16 889  E Sergio Henrique A  G  Moniz  oab pb N  19 179   APELACAO CIVEL  REVISIONAL DE CONTRATO BANCARIO  PROCEDENCIA PARCIAL  IRRESIGNACAO  SUBSTABELECIMENTO DIGITALIZA  DO  CONCESSAO DE PRAZO PARA REGULARIZACAO  DESCUMPRIMENTO  NAO CONHECIMENTO  Peti  cao recursal subscrita por advogado  com poderes ostentados por meio de substabelecimento constante apenas de assinatura digitalizada ou escaneada  por se tratar de insercao de imagem em documento  nao deve ser conhecida  pois tal situacao ressoa como ausencia de poderes para postular nos autos  A jurisprudencia iterativa do STJ aponta no sentido de que  nas instancias ordinarias  diante da ausencia de assinatura do subscritor do recurso  deve ser concedido prazo razoavel para a regularizacao da representacao processual  Porem  quedando  se inerte a parte  o recurso nao deve ser conhecido  VISTOS  relatados e discutidos os autos acima referenci  ados  ACORDA a egregia Terceira Camara Especializada Civel do Tribunal de Justica da Paraiba em nao conhecer do recurso  Dr a   Eduardo Jose de Carvalho Soares,1

DESEMBARGADOR, Des  Arnobio Alves Teodosio AGRAVO DE EXECUCAO PENAL N  0000647 1 1 2017 815 0000  RELATOR  Des  Arnobio Alves Teodosio  AGRAVANTE  Carlos Andre da Fonseca Martins  ADVOGADO  Genivando da Costa Alves  AGRAVADO  Justica Publica  AGRAVO EM EXECUCAO  Ameaca e lesao corporal com violencia domestica  Condenacao em regime semiaberto  Pedido para cumprimento da pena em prisao domiciliar  Indeferimento  Art  117 da Lei de Execucao Penal  Requisitos ausentes  Decisao nos termos do art  523 do Codigo de Normas Judiciais da Corregedoria Geral da Justica  RECURSO DESPROVIDO    Nao ha que reformar decisao que indefere pedido de cumprimento de pena em prisao domiciliar ao argumento de que  na Comarca de Cuite PB  nao ha estabelecimento prisional adequado  uma vez nao preenchidos os requisitos previstos no art  117 da Lei de Execucao Penal e em estrita observancia ao que dispoe o art  523 do Codigo de Normas Judiciais da Corregedoria Geral da Justica  Vistos  relatados e discutidos estes autos acima identificados  Acorda a Camara Criminal do Egregio Tribunal de Justica do Estado da Paraiba  a unanimidade  em NEGAR PROVIMEN  TO AO AGRAVO  em harmonia com o parecer ministerial ,1

DESEMBARGADOR, Des  Carlos Martins Beltrao Filho DESAFORAMENTO DE JULGAMENTO N  0001 169 38 2017 815 0000  ORIGEM  1  Vara da Comarca de Pom  bal PB  RELATOR  Des  Carlos Martins Beltrao Filho  AUTOR  Ministerio Publico do Estado da Paraiba  REU  Geraldo Ferreira de Farias  Vulgo ¿geraldo Capa Porco¿  ADVOGADO  Antonio Cesar Lopes Ugulino  DESAFO  RAMENTO DE JULGAMENTO  JURI POPULAR  REQUERIMENTO MINISTERIAL  DUVIDA ACERCA DA IM  PARCIALIDADE DOS JURADOS  INTERFERENCIA DA DEFESA  FATO NAO COMPROVADO NESTES AU  TOS  ESPECIFICAMENTE  AUSENCIA DOS REQUISITOS DO ART  427 DO CPP  INFORMACOES DO JUIZO ORIGINARIO  CONSELHO DESFEITO  PLEITO INDEFERIDO  O pedido de desaforamento e medida excepci  onal que so deve ser permitida quando comprovada a existencia de interesse da ordem publica  de duvida sobre a imparcialidade do juri ou  ainda  acerca da seguranca pessoal do reu  No caso dos autos  especificamente  nao restou demonstrado ter o reu ou seus familiares procurado os jurados  como forma de facilitar o veredicto absolutorio  Ademais  desfeito o Conselho de Sentenca para nova composicao  mediante informacao do juizo a quo  torna se desnecessario o desaforamento do feito  ACORDA a Colenda Camara Criminal do Egregio Tribunal de Justica do Estado da Paraiba  a unanimidade  em INDEFERIR o pedido de desaforamento formulado pelo Ministerio Publico Estadual  em desarmonia com o parecer ministerial ,1

DESEMBARGADOR, Desembargador Marcos Cavalcanti de Albuquerque Diretor da ESMA DIARIO DA JUSTICA   JOAO PESSOA PB • DISPONIBILIZACAO  SEXTA FEIRA  29 DE JUNHO DE 2018 Joao Pessoa PB • Disponibilizacao  sexta feira  29 de junho de 2018 N  15 526 Publicacao  terca feira  03 de julho de 2018    Lei n  11 419  de 19 de dezembro de 2006  art  4  ANO XLVIII,1

DESEMBARGADOR, Des  Joas de Brito Pereira Filho   Presidente,0

DESEMBARGADOR, Des  Saulo Henriques de Sa Benevides PROCEDIMENTOS REGIDOS POR OUTROS CODIGOS  LEIS ESPARSAS E REGIMENTOS N  1420526  58 2013 815 0000 ORIGEM  GAB  DO DES  RELATOR  RELATOR  Des  Saulo Henriques de Sa Benevides  POLO ATIVO  Ednaldo Adolfo de Souza   ADVOGADO  Djanio Antonio Oliveira Dias  oab pb 8 737    POLO PASSIVO  Conselho de Justificacao da Policia Militar   EMBARGOS DE DECLARACAO  AUSENCIA DOS PRESSUPOSTOS DO ART  1 022 DO CPC  REDISCUSSAO DA MATERIA  IMPOSSIBILIDADE  REJEICAO DOS EMBARGOS  EMBARGOS DE DECLARACAO  VICIOS  INOCORRENCIA  PRETENSAO DE REDISCUS  SAO DO JULGADO  IMPOSSIBILIDADE  MANUTENCAO DO DECISUM  REJEICAO  Os embargos de declara  cao tem cabimento apenas nos casos de obscuridade  contradicao ou omissao  nao se prestando ao reexame do julgado e inexistindo quaisquer destas hipoteses  impoe se a sua rejeicao  mesmo que tenham finalidade especifica de prequestionamento   Embargos n  0003189 11 2013 815 0301  2  Camara Civel do TJPB  Rel  Oswaldo Trigueiro do Valle Filho  DJe 16 10 2017  VISTOS  RELATADOS E DISCUTIDOS os presentes autos acima relatados  ACORDA o Pleno do Colendo Tribunal de Justica do Estado da Paraiba  por unanimidade  em rejeitar os embargos declaratorios  nos termos do voto do relator ,1

DESEMBARGADOR, Des Luiz Silvio Ramalho JuniorPresidente da Segunda Camara Especializada Civel Procuradora de Justica Dayse Feitosa Negocio Torres  Assessora da Segunda Camara Especializada Civel ,0

DESEMBARGADOR, Des Luiz Silvio Ramalho Junior Presidente da Segunda Camara Especializada Civel  Dr  Valberto Cosme de Lira Procurador de Justica  Dayse Feitosa Negocio Torres  Assessora da Segunda Camara Especializada Civel ,0

DESEMBARGADOR, Des  Saulo Henriques de Sa e Benevides  Presidente   Dr  Rodrigo Masques da Nobrega  Promotor de Justica convocado   Raissa Maia de Medeiros  Assessora da 3  Camara Civel  ,0

DESEMBARGADOR, Dr a   Ricardo Vital de Almeida,0

DESEMBARGADOR, Des  Arnobio Alves Teodosio   REVISOR  EXMO  SR  JUIZ MARCOS WILLIAM DE OLIVEIRA  convocado ate o preenchimento da vaga de Desembargador   Apelante  VICTOR JOSE SILVA DE FARIAS  Adv   Ubirajara Rodrigues Pinto Segundo  OAB PB n  22 516   Apelada  Justica Publica ,1

DESEMBARGADOR, Des  Arnobio Alves Teodosio   REVISOR  EXMO  SR  JUIZ MARCOS WILLIAM DE OLIVEIRA  convocado ate o preenchimento da vaga de Desembargador   Apelante  FABIAN DA SILVA GOMES  Adv   Joao Miguel de Oliveira Neto  OAB PB n  14 363   Apelada  Justica Publica ,1

DESEMBARGADOR, Des  Arnobio Alves Teodosio   REVISOR  EXMO  SR  JUIZ MARCOS WILLIAM DE OLIVEIRA  convocado ate o preenchimento da vaga de Desembargador   Apelante  ANDERSON LIMA DE OLIVEIRA  Defensores Publi  cos  Andre Luiz Pessoa de Carvalho e Adriano Medeiros Bezerra Cavalcanti   Apelada  Justica Publica ,1

DESEMBARGADOR, Des  Arnobio Alves Teodosio   REVISOR  EXMO  SR  JUIZ MARCOS WILLIAM DE OLIVEIRA  convocado ate o preenchimento da vaga de Desembargador   Apelante  EDUARDO RODRIGUES DA SILVA  Adv   Aecio Flavio Farias de Barros Filho  OAB PB n  12 864   Apelada  Justica Publica ,1

DESEMBARGADOR, Des  Marcos Cavalcanti de Albuquerque  ,1

