tag,conteudo,saida
TIPODEPROCESSO, LICENCA PARA TRATAMENTO DE SAUDE 2018 114 792 Ana de Lourdes Franca Soares de Oliveira 28 05 2018 a 11 06 2018 2018 117 105 Ana Helena Martins de Oliveira 30 05 2018 a 28 06 2018 2018 113 683 Anna Carolina Cordeiro Peixoto de Araujo 29 05 2018 a 12 06 2018 2018 124 330 Benedito Tavares de Brito Junior 12 06 2018 a 10 08 2018 2018 114 944 Berthony da Silva Nino 28 05 2018 a 11 07 2018 2018 124 604 Candido da Nobrega Ferreira Filho 12 06 2018 a 11 07 2018 2018 114 709 Celeide Correia Leite 02 06 2018 a 30 07 2017 2018 116 305 Claudia Germana Costa Pereira 28 05 2018 a 11 06 2018 2018 120 019 Claudia Germana Costa Pereira 05 06 2018 a 19 06 2018 2018 114 864 Claudia Virginia de Paiva Monte 04 06 2018 a 18 06 2018 2018 125 156 Danielle Ponce Leon Medeiros Bessa 14 06 2018 a 13 07 2018 2018 124 127 Danilda Maria Cartaxo Reis Chaves 04 06 2018 a 08 06 2018 2018 120 762 Domenica Dantas Cruz de Oliveira 04 06 2018 a 18 06 2018 2018 116 330 Edilene Rodrigues de Melo 22 05 2018 a 19 06 2018 2018 107 749 Elisabete Paiva de Sousa 24 05 2018 a 22 06 2018 2018 123 095 Elisabeth Cristina dos Santos Guedes 06 06 2018 a 05 07 2018 2018 117 092 Elizabeth Nascimento Goncalves da Costa 07 06 2018 a 05 07 2018 2018 117 365 Francisco Lemos de Andrade 29 05 2018 a 27 06 2018 2018 116 469 Giselda Vidal de Lima 17 04 2018 a 25 04 2018 2018 124 160 Isalmar Soares Chaves 09 06 2018 a 08 07 2018 2018 103 075 Joao Everaldo Costa de Sa 13 05 2018 a 17 05 2018 2018 111 202 Lidiane Almeida Costa 21 05 2018 a 25 05 2018 2018 111 770 Maria de Lourdes Rodrigues 04 06 2018 a 08 06 2018 2018 103 501 Maria Delania Tavares dos Santos Irineu 15 05 2018 a 13 06 2018 2018 118 591 Maria Izaura Fernandes Fidelis 06 06 2018 a 15 06 2018 2018 118 639 Maria Luiza de Lyra Pereira Lima 05 06 2018 a 19 06 2018 2018 107 966 Mariene de Lima Araujo 28 05 2018 a 11 06 2018 2018 112 002 Mayra Borba de Souza 22 05 2018 a 25 05 2018 2018 112 027 Newton Carlos da Silva 03 05 2018 a 12 05 2018 2018 112 019 Newton Carlos da Silva 13 05 2018 a 12 06 2018 2018 125 050 Patricia Maria Andrade Dantas de Assis 30 05 2018 a 06 06 2018 2018 124 758 Raimunda Vieira de Andrade 11 06 2018 a 15 06 2018 2018 114 952 Ricardo Cardoso Agra de Castro 16 06 2018 a 05 07 2018 2018 076 920 Tania Rubia Oliveira Silva Xavier 08 04 2018 a 05 05 2018 2018 125 919 Vera Lucia Paulo da Silva 06 06 2018 a 12 06 2018 2018 121 909 Veronica Nunes da Fonseca 05 06 2018 a 19 06 2018 LICENCA PARA ACOMPANHAR TRATAMENTO DE SAUDE EM PESSOA DA FAMILIA,1

TIPODEPROCESSO, LICENCA SAUDE,0

TIPODEPROCESSO, INTIMACAO AS PARTES MANDADO DE SEGURANCA N   CPJ  2008855 44 2014 815 0000  Credor  MANOEL SANTANA DE SOUSA  Devedor  ESTADO DA PARAIBA  Intimacao a o  Bel     Enio Silva Nascimento  OAB PB n  11 946  a fim de  na qualidade de Advogado do credor  apresentar formal de partilha  no prazo de 30  trinta  dias ,1

TIPODEPROCESSO, DIA  25 DE ABRIL DE 2018,0

TIPODEPROCESSO,   LICENCA PREMIO   SUSPENSAO  ,0

TIPODEPROCESSO, PAUTA SUPLEMENTAR 1   Embargos de Declara  cao n  0001134 78 2017 815 0000  Comarca de Bananeiras  RELATOR  EXMO  SR  DES  MARCIO MURILO DA CUNHA RAMOS  Embargante  MARCUS ALANIO MARTINS VAZ  Adv   Fernando Erick Queiroz de Carvalho e outros   Embargada  Camara Criminal  Julgado  “Embargos rejeitados  nos termos do voto do relator  em harmonia com o parecer  Unanime” ,1

TIPODEPROCESSO, PAUTA SUPLEMENTAR 1   Questao de Ordem nos autos da Apelacao Criminal n  0001256 37 2012 815 0301  2  Vara da Comarca de Pombal ,1

TIPODEPROCESSO, LICENCA PARA ACOMPANHAR TRATAMENTO DE SAUDE EM PESSOA DA FAMILIA,0

TIPODEPROCESSO, LICENCA PREMIO   GOZO,0

TIPODEPROCESSO, PROCESSO JUDICIAL ELETRONICO    PJE 01 ,1

TIPODEPROCESSO, Gozo de Ferias   2018058363 4719140 Adriano Batista Bezerra 04 06 2018 03 07 2018 2012 2013   2018066058 4774132 Akemi Yamaoka Mariz Maia 02 05 2018 31 05 2018 2013 2014   2018064420 4771214 Alcelio Fernandes Grisi 17 04 2018 16 05 2018 2012 2013   2018069579 4721390 Claudete Pereira Monteiro 01 05 2018 30 05 2018 2010 2011   2018063839 4705033 Eucelio Sousa e Sousa 02 04 2018 01 05 2018 2011 2012   2018052580 4735153 Francimaria Nunes F  Epaminondas 02 04 2018 01 05 2018 2016 2017   2018068221 4691661 Francisco de Assis da Costa Ferreira 11 04 2018 10 05 2018 2013 2014   2018062452 4735731 Idris Brito Vilarim de Souza Neves 27 04 2018 26 05 2018 2013 2014   2018062410 4735731 Idris Brito Vilarim de Souza Neves 28 03 2018 26 04 2018 2012 2013   2018062485 4735731 Idris Brito Vilarim de Souza Neves 27 05 2018 25 06 2018 2014 2015   2018062063 4725727 Kalyne Lisboa Ramalho 02 04 2018 14 04 2018 2016 2017   2018062670 4774248 Karla Cristhiane Marinho Lira 18 06 2018 17 07 2018 2016 2017   2018069415 4706391 Luciana de Albuquerque Ferreira 02 05 2018 31 05 2018 2010 2011   2018063210 4739221 Marcos Lucio Alcantara Oliveira 02 05 2018 16 05 2018 2012 2013   2018064028 4628420 Margareth de Almeida R  Maciel 23 04 2018 22 05 2018 2010 2011   2018067761 4754301 Maria Evandra Videres Barbosa 04 04 2018 03 05 2018 2014 2015   2018069388 4775732 Pollyanna de Sena Goncalves 14 05 2018 02 06 2018 2016 2017   2018062364 4714270 Polyana Goncalves Lucena 28 03 2018 26 04 2018 2012 2013   2018062389 4714270 Polyana Goncalves Lucena 27 04 2018 26 05 2018 2014 2015   2018067392 4734742 Priscila Capela Cabral P  da Silva 30 04 2018 18 05 2018 2015 2016   2018062799 4739531 Roberta Costa de Carvalho 02 04 2018 01 05 2018 2015 2016   2018062292 4754042 Rosemary Seixas de Amorim 02 04 2018 13 04 2018 2013 2014   2018066363 4772873 Samara Karoline Campelo de Souza 02 04 2018 01 05 2018 2016 2017   Transferencia de Ferias   2018063105 4778651 Allana Elizabete Oliveira da Silva 04 05 2018 27 05 2018 2016 2017   2018064307 4718739 Antonio Fernando da Silva 04 06 2018 03 07 2018 2016 2017   2018068481 4777832 Ariane Ventura de Sousa Falcao 19 11 2018 29 11 2018 2017 2018   2018069626 4720971 Benedito Tavares de Brito Junior 20 11 2018 19 12 2018 2014 2015   2018066339 4765681 Brunno Jose Lins Lima Cavalcante 20 11 2018 19 12 2018 2017 2018   2018065609 4750659 Catarina Nazare de Sousa 10 09 2018 09 10 2018 2013 2014   2018066945 4755961 Daniel Carlos Medeiros Silva 09 04 2018 08 05 2018 2017 2018   2018061247 4721225 Diana Cristina Santos 01 08 2018 15 08 2018 2017 2018   2018061247 4721225 Diana Cristina Santos 02 05 2018 16 05 2018 2017 2018   2018062268 4767063 Enelyram Roberta de Lima Ferreira 23 07 2018 27 07 2018 2017 2018   2018067796 4773632 Erika Fernandes Coelho de Souza 18 07 2018 01 08 2018 2016 2017   2018066672 4732405 Erivan Rodrigues da Silva 01 07 2018 30 07 2018 2016 2017   2018062493 4723210 Francisco Cassiano Neto 25 06 2018 24 07 2018 2016 2017   2018062348 4764366 Francisco Jose de Figueiredo Leitao 19 10 2018 17 11 2018 2015 2016   2018060153 4722841 Gilvan Rangel Dias 12 11 2018 11 12 2018 2017 2018   2018057535 4768825 Ilka Pinto Vilar 19 03 2018 02 04 2018 2017 2018   2018057535 4768825 Ilka Pinto Vilar 01 08 2018 15 08 2018 2017 2018   2018064173 4769520 Isabela Pereira de Sousa S  Abrantes 05 12 2018 19 12 2018 2017 2018   2018062975 4690907 Izabel Cristina Rocha Nobrega 02 08 2018 31 08 2018 2017 2018   2018062887 4737202 Karen Rosalin de A  Rocha Magalhaes 05 11 2018 04 12 2018 2017 2018   2018067163 4683609 Luzia Cardoso Oliveira 02 07 2018 31 07 2018 2017 2018   2018063156 4703081 Maria Socorro Soares Sousa Amaro 01 08 2018 30 08 2018 2017 2018   2018059376 4686748 Marineide Bezerra Silva Fonseca 20 09 2018 19 10 2018 2017 2018   2018066664 4737911 Millena Pereira de Araujo Fonseca 30 11 2018 19 12 2018 2015 2016   2018061940 4780833 Pablo Tavares Viana 20 11 2018 19 12 2018 2017 2018   2018062080 4774388 Raquel Moreno Santa Cruz 10 09 2018 28 09 2018 2017 2018   2018067147 4780795 Rebeca Barbosa Frutuoso Bastos 17 07 2018 27 07 2018 2017 2018   2018061907 4779126 Rivaldo Valerio da Silva 20 11 2018 19 12 2018 2017 2018   2018068504 4731042 Robson Silva de Figueiredo 02 05 2018 31 05 2018 2017 2018   2018067413 4771125 Ronaldo Rafael Gomes Filho 03 09 2018 02 10 2018 2017 2018   2018064165 4774094 Rosildo Freitas dos Santos 07 05 2018 24 05 2018 2016 2017   2018066533 4760077 Shalako Jose Tavares de Araujo 16 07 2018 30 07 2018 2016 2017   2018066533 4760077 Shalako Jose Tavares de Araujo 09 04 2018 23 04 2018 2016 2017   2018063404 4708466 Tania Aparecida Trajano da Silva 20 11 2018 19 12 2018 2015 2016   2018065220 4765591 Valclemir Mauricio Costa 08 06 2018 22 06 2018 2017 2018   2018068623 4720377 Vanessa Maria Cunha L  S  Braga 14 05 2018 23 05 2018 2010 2011   2018067067 4777905 Vanessa Marinho C  Carneiro Maciel 09 04 2018 08 05 2018 2017 2018   2018065414 4714172 Veronica Lima Ferreira 02 07 2018 31 07 2018 2017 2018   2018062397 4754352 Vitorio Trocoli Filho 19 10 2018 18 11 2018 2017 2018   2018060872 4747348 Wellington Sousa Fontes 06 05 2018 26 05 2018 2015 2016   Diretoria de Gestao de Pessoas do Tribunal de Justica do Estado da Paraiba  em Joao Pessoa  09 de Abril de 2018  EINSTEIN ROOSEVELT LEITE   Diretor de Gestao de Pessoas  DIARIO DA JUSTICA   JOAO PESSOA PB • DISPONIBILIZACAO  QUARTA FEIRA  09 DE MAIO DE 2018 Joao Pessoa PB • Disponibilizacao  quarta feira  09 de maio de 2018 N  15 492 Publicacao  quinta feira  10 de maio de 2018    Lei n  11 419  de 19 de dezembro de 2006  art  4  ANO XLVIII,1

TIPODEPROCESSO, INTIMACAO AS PARTES AGRAVO  STJ  E  STF    2  C   PROCESSO N  0070009 87 2012 815 2001   Agravante  ESTADO DA PARAIBA    Agravado  s   NIELSON BETHOVEN FARIAS SILVA  Intimacao ao s  Bel is   RICARDO NASCIMENTO FERNANDES  OAB PB N  15 645  a fim de  no prazo legal  apresentar em  as contrarrazoes ao recurso em referencia ,1

