tag,conteudo,saida

RELATOR, RELATOR  EXMO  SR  DES  SAULO HENRIQUES DE SA E BENEVIDES  Requerente  Ministerio Publico do Estado da Paraiba  Requerida  Departamento Estadual de Transito do Estado da Paraiba   DETRAN  DECISAO  “MEDIDA LIMINAR CONCEDIDA  UNANIME  NOS TERMOS DO VOTO DO RELA  TOR ”  ,1

RELATOR, RELATOR  EXMO  SR  DES  SAULO HENRIQUES DE SA E BENEVIDES  Embargante  Sindicato do Comercio Varejista de Derivados de Petroleo da Paraiba  Advs  Jose Gomes de Lima Neto   OAB PB 10 252  Rafaela Vieira Gomes   OAB PB n  14 238 e outro   Embargado  Estado da Paraiba   Fazenda Publica Estadual  representado pelo Procurador SERGIO ROBERTO FELIX LIMA  DECISAO  “EMBARGOS REJEITADOS  UNANIME  NOS TERMOS DO VOTO DO RELATOR ”   Pje 20   Embar  gos de Declaracao opostos a decisao proferida nos autos do Mandado de Seguranca n  0800013  50 2015 8 15 0000  RELATOR  EXMO  SR  DR  ALUIZIO BEZERRA FILHO  JUIZ CONVOCADO  COM JU  RISDICAO LIMITADA  PARA SUBSTITUIR O DES  ABRAHAM LINCOLN DA CUNHA RAMOS   Embargante  Leonardo Moreira Pita  Advogando em causa propria   OAB PB 12 542   Embargados  1    Governador do Estado da Paraiba  representado pelo Procurador Geral Adjunto PAULO MARCIO SOARES MADRUGA   OAB  PB 16414  2    Secretaria de Administracao do Estado da Paraiba  representada pelo Procurador RENOVATO PEREIRA DE SOUZA JUNIOR e 3    Presidente da Comissao do Concurso Publico para a Secretaria da Seguranca e da Defesa Social do Estado da Paraiba  DECISAO  “EMBARGOS REJEITADOS  UNANIME  NOS TERMOS DO VOTO DO RELATOR ”   Pje 21  ,1

RELATOR, RELATOR  EXMO  SR  DES  ROMERO MARCELO DA FONSECA OLIVEIRA  Agravante  Sindicato de Hoteis  Restauran  tes  Bares e Similares de Joao Pessoa   Adv  Humberto Madruga Bezerra Cavalcanti  OAB PB 12 085   Agravados  1    Estado da Paraiba  Fazenda Publica Estadual   representado pela Procuradora FERNANDA BEZERRA BESSA GRANJA e 2    Presidente da Assembleia Legislativa do Estado da Paraiba  representado pelo Procurador Chefe ANNIBAL PEIXOTO NETO  COTA  “ADIADO PARA A PROXIMA SESSAO  EM FACE DA AUSENCIA JUSTIFICADA DO RELATOR ”  Pje   25    ,1

RELATOR, RELATOR  EXMO  SR  DES  SAULO HENRIQUES DE SA E BENEVIDES  Requerente  Iracema Nelis Medei  ros da Nobrega Filho  Prefeita Municipal de Sao Jose do Sabugi   Advs  Johnson Goncalves de Abrantes   OAB PB 1663 e outros   Requerido  1    Municipio de Sao Jose de Sabugi  2    Camara Municipal de Sao Jose do Sabugi   Adv  Newton Nobel Sobreira Vita   OAB PB 10 204  DECISAO  “JULGOU SE PROCEDENTE O PEDIDO PARA DECLARAR A INCONSTITUCIONALIDADE DO ARTIGO 63  DA LEI MUNICIPAL N  423 2008  COM EFEITOS EX NUNC  NOS TERMOS DO VOTO DO RELATOR  UNANIME ”,1

RELATOR, RELATOR  EXMO  SR  DES  ARNOBIO ALVES TEODOSIO  Noticiante  Ministerio Publico do Estado da Paraiba  Noticiado  Sob investigacao  DECISAO  “DETERMINOU SE O ARQUIVAMENTO  EM HARMONIA COM O PARECER MINISTERIAL  POR UNANIMI  DADE  NOS TERMOS DO VOTO DO RELATOR” 4  Noticia Crime n  0001428 67 2016 815 0000  RELATOR  EXMO  SR  DES  ARNOBIO ALVES TEODOSIO  Noticiante  Ministerio Publico do Estado da Paraiba  Noticia  do  Ricardo Luiz Barbosa de Lima  Deputado Estadual  DECISAO  “DETERMINOU SE O ARQUIVAMENTO  EM HARMONIA COM O PARECER MINISTERIAL  POR UNANIMIDADE  NOS TERMOS DO VOTO DO RELA  TOR” 5  Noticia Crime n  0000768 73 2016 815 0000  RELATOR  EXMO  SR  DES  CARLOS MARTINS BEL  TRAO FILHO  Noticiante  Ministerio Publico do Estado da Paraiba  Noticiado  Gildivan Lopes da Silva  Defensor Publico   Advs  Johnson Goncalves de Abrantes   OAB PB 1 663  Rafael Santiago Alves   OAB PB 15 975 e outros   DECISAO  “EXTINGUIU SE A PUNIBILIDADE PELA PRESCRICAO  POR UNANIMIDADE  NOS TERMOS DO VOTO DO RELATOR” 6  Noticia Crime n  0000475 06 2016 815 0000  RELATOR  EXMO  SR  DES  CARLOS MARTINS BELTRAO FILHO  Noticiante  Ministerio Publico do Estado da Paraiba  1  Noticiado  Jaci Severino de Souza  Deputado Estadual  Advs  Manolys Marcelino Passerat de Silans   OAB  PB 11 536 e Celso Tadeu Lustosa Pires Segundo   OAB PB 11 181  2  Noticiado  Aurino Soares de Queiroz   Adv  Hermano Jose Medeiros Nobrega Junior   OAB PB 11 136   DECISAO  “PRELIMINAR DE INEPCIA DA DENUNCIA REJEITADA  UNANIME  NO MERITO  RECEBEU SE A DENUNCIA EM TODOS OS SEUS TER  MOS  SEM AFASTAMENTO E SEM DECRETO DE PRISAO PREVENTIVA  POR VOTACAO INDISCREPANTE  NOS MOLDES DO VOTO DO RELATOR” 7  Queixa Crime n  0015727 25 2011 815 0000  RELATOR  EXMO  SR  DES  ARNOBIO ALVES TEODOSIO  Querelante  Enriquimar Dutra da Silva  Defensor Publico   Advs  Amaro Gonzaga Pinto Filho   OAB PB 5 616  Querelado  Fernando Eneas de Souza  Defensor Publico   Defen  sores Publicos  Coriolano Dias de Sa Filho e Manfredo Rosenstock   COTA  “ADIADO PARA A PROXIMA SESSAO  POR INDICACAO DO RELATOR ”8    Representacao Criminal Noticia Crime n  0000469  96 2016 815 0000  RELATOR  EXMO  SR  DR  JOAO BATISTA BARBOSA  JUIZ CONVOCADO  COM JURIS  DICAO LIMITADA  PARA SUBSTITUIR O EXMO  SR  DES  JOAO BENEDITO DA SILVA   Noticiante  Instituto do Patrimonio Historico e Artistico do Estado da Paraiba   IPHAEP  Adv   Werton Soares da Costa Junior   OAB PB 15 994  Noticiado  Romero Rodrigues Veiga  Prefeito de Campina Grande PB                             8    A   Noticia Crime n  0001749 68 2017 815 0000  Noticiante  Ministerio Publico do Estado da Paraiba  Noticiado  Romero Rodrigues Veiga  Prefeito de Campina Grande PB  COTA  “ADIADO PARA A PROXIMA SESSAO  EM FACE DA AUSENCIA JUSTIFICADA DO RELATOR ”,1

RELATOR, RELA  TOR  EXMO  SR  DES  LEANDRO DOS SANTOS  Embargante  Neubon Nascimento de Lima   Advs  Jose Vanilson Batista de Moura Junior   OAB PB 18 043 e Joaquim Campos Lorenzoni   OAB PB 20 048   Embarga  do  Comandante Geral da Policia Militar do Estado da Paraiba  Obs   Averbou suspeicao os Exmo  Sr  Desembargador Saulo Henrique de Sa e Benevides  fls 1340   art  40 do R I T J PB   DECISAO  “REJEITA  DOS OS EMBARGOS  A UNANIMIDADE  NOS TERMOS DO VOTO DO RELATOR”  1,1

RELATOR, RELATOR  EXMO  SR  DR  JOAO BENEDITO DA SILVA  Requerente  Francisco de Assis Coelho   Advs  Harley Hardenberg Medeiros Cordeiro   OAB PB 9 132 e Arthur Bernardo Cordeiro   OAB PB 19 999   Requerido  Ministerio Publico do estado da Paraiba  DECISAO  “REJEITOU SE A QUESTAO DE ORDEM  A UNANIMIDADE  NOS TERMOS DO VOTO DO RELATOR”  1,1

RELATOR, RELATOR  EXMO  DES LUIZ SILVIO RAMALHO JUNIOR  02   APELACAO CIVEL E REMESSA NECESSARIA N  0010111 41 2015 815 2001 ORI  GEM  6  Vara da Fazenda Publica da Comarca da Capital  01 APELANTE  Roberto da Silva Monteiro  ADVOGADO  Romieca Teixeira Goncalves OAB PB 23 256  02 APELANTE  PBPREV   Paraiba Previdencia  ADVOGADO  Jovelino Carolino Delgado Neto  OAB PB 17281   Milena Medeiros de Alencar  OAB PB 15 676  APELADOS  Os mesmos Cota da sessao dia 12 12 17  “Adiado por indicacao do relator” Resultado da sessao dia 30 01 18  “Nao se conheceu se da primeira apelacao  desproveu se da segunda apelacao e a remessa necessaria  nos termos do voto do relator  unanime RELATOR A   EXMO  DES  ABRAHAM LINCO  LN DA CUNHA RAMOS ,1

RELATOR, RELATOR A   EXMO  DES  ABRAHAM LINCOLN DA CUNHA RAMOS ,0

RELATOR, RELATOR A   EXMO  DES  ABRAHAM LINCO  LN DA CUNHA RAMOS ,0

RELATOR, RELATOR A   EXMO  DES  LUIZ SILVIO RAMALHO JUNIOR ,0

RELATOR, RELATOR  EXMO  SR  DES  CARLOS MARTINS BELTRAO FILHO  Embargante  BRONEY MACHADO  Advs   Manoel Idalino Martins Junior e Oscar de Castro Menezes Filho   Embargada  Camara Criminal  Julgado  “Embargos rejeitados  nos termos do voto do relator  em harmonia com o parecer ministerial  Unanime” ,1

RELATOR, RELATOR  EXMO  SR  DES  MARCIO MURILO DA CUNHA RAMOS  Recorrente  RANI  ERE DOS SANTOS RAMOS  Adv   Karine Ramos Victor  OAB PB n  21 002   Recorrida  Justica Publica  Julgado  “Negou se provimento ao recurso  nos termos do voto do relator  em harmonia com o parecer ministerial  Unanime” ,1

RELATOR, RELATOR  EXMO  SR  JUIZ MARCOS WILLIAM DE OLIVEIRA  convocado ate o preenchimento da vaga de Desembargador   REVISOR  EXMO  SR  JUIZ JOAO BATISTA BARBOSA  convocado  com jurisdi  cao limitada  para substituir o Exmo  Sr  Des  Joao Benedito da Silva   Apelante  MICHEL BRUNO PEREIRA OLIVEIRA  Adv   Sergivaldo Cobel da Silva  OAB PB n  15 868   Apelada  Justica Publica  Julgado  “Negou  se provimento ao apelo  nos termos do voto do relator  em harmonia com o parecer ministerial  Unanime  Expeca se guia provisoria” ,1

RELATOR, RELATOR  Desa  Maria das Gracas Morais Guedes  JUIZO  Geno Ribeiro Neves  ADVOGADO  Osmar Tavares dos Santos Junior  oab pb N  9362   POLO PASSIVO  Estado da Paraiba  Representado Por Sua Procuradora  A Bela  Ana Rita Feitosa Torreao Braz Almeida  Ao analisar  em abril 2017  o Recurso Especial n  1 657 156 RJ  afetado ao rito do art  1036 e seguintes do CPC 2015  o Colendo Superior Tribunal de Justica determinou a suspensao  em todo o territorio nacional  dos processos pendentes  individuais e coletivos  que versem sobre a “Obrigatoriedade do fornecimento  pelo Estado  de medicamentos nao contemplados na Portaria n  2 892 2009 do Ministerio da Saude  Programa de Medicamentos Excepcionais ”   Tema 106  Em 24  05 2017  no entanto  apos apreciacao de questao de ordem suscitada pelo Exmo  Ministro Relator  decidiu se ajustar o tema do recurso repetitivo  nos seguintes termos  “Obrigatoriedade do poder publico de fornecer medicamentos nao incorporados em atos normativos do SUS”  deliberando se  ainda  “que cabera ao juizo de origem apreciar as medidas de urgencia ” Pois bem  no caso em disceptacao nao ha medida de urgencia a ser apreciada e a medicacao pleiteada ainda nao foi incorporada ao SUS  Logo  em cumprimento ao decidido no Recurso Especial epigrafado  suspendo a tramitacao da presente insurreicao  determinando que os autos permanecam na Coordenadoria Judiciaria  ate julgamento final da controversia pelo STJ  Intimem se as partes  nos termos do art  1 037   8   do CPC 2015  Cumpra se ,1

RELATOR, RELATOR  Dr a   Joao Batista Barbosa  em substituicao a o  Des  Joao Benedito da Silva  EMBARGANTE  Marcio Oliveira Barbosa de Lima  ADVOGADO  Rodolfo Nobrega Dias  Oab pb N  14 945  EMBARGADO  A Camara Criminal Deste Tribunal de Justica da Paraiba  EMBARGOS DE DECLARACAO  OMISSAO  INEXISTEN  CIA  CONTRADICAO  OBSCURIDADE  REDISCUSSAO DA MATERIA  MATERIA JA ANALISADA E DECIDIDA PELA CAMARA CRIMINAL  IMPOSSIBILIDADE DE NOVA APRECIACAO  VIA IMPROPRIA  INADMISSIBILIDA  DE  DIREITO DE RECORRER EM LIBERDADE  CERCEAMENTO DE DEFESA  INOBSERVANCIA  REJEI  CAO  Os Embargos de Declaracao nao se prestam a rediscutir materia ja devidamente apreciada  e nem a modificacao essencial do acordao embargado  O recurso especial e o recurso extraordinario nao possuem efeito suspensivo  art  637 do CPP  de modo que mesmo que o reu venha a interpor algum desses recursos a decisao recorrida continua a produzir efeitos  sendo  assim  possivel a execucao provisoria da decisao  apos observado o duplo grau de jurisdicao  por ser mero efeito da confirmacao da condenacao  ACORDA a Camara Criminal do Tribunal de Justica do Estado da Paraiba  por unanimidade  em REJEITAR OS EMBARGOS  NOS TERMOS DO VOTO DO RELATOR  EM HARMONIA COM O PARECER MINISTERIAL ,1

RELATOR, RELATOR  EXMO  DES  JOSE RICARDO PORTO  1,0

RELATOR, Relator  Dr  Marcos William De Oliveira  Crimes De Calunia  Injuria E Difamacao De Competen   Calunia Autor  Manoel Alves Da Silva Junior  Reu  Luis Inacio Rodrigues Torres   Secretario De Estado Da Comunicacao  Institucional  ,1

RELATOR, Relator  Exmo  Sr  Des  Marcio Murilo da Cunha Ramos  Revisor  Exmo  Sr  Des  Arnobio Alves Teodosio  Autor  Ministerio Publico Estadual  Reu  Salvan Mendes Pedroza  Prefeito Constitucional do Municipio de Nazarezinho  DESPACHO  “VISTOS  ETC  ADIO O JULGAMENTO PARA A PROXIMA SESSAO  PODENDO O ADVOGADO LEVAR OS AUTOS POR 05  CINCO  DIAS  A PARTIR DE SEGUNDA FEIRA”  Assessoria do Tribunal Pleno  Joao Pessoa  28 de marco de 2018 ,1

RELATOR, RELATOR  Dr a   Aluizio Bezerra Filho  em substituicao a o  Des  Abraham Lincoln da Cunha Ramos   APELANTE  Betania Gomes da Silva  ADVOGADO  Elibia Afonso de Sousa  oab pb 12 587   APELADO  Munici  pio de Campina Grande  ADVOGADO  Erika Gomes da Nobrega Fragoso  oab pb 11 687   PROCESSUAL CIVIL   Apelacao civel   Acao de obrigacao de fazer c c cobranca   Improcedencia da pretensao deduzida   Servidora publica municipal   Desconto em folha   Parcela de emprestimo consignado em instituicao bancaria em duplici  dade   Pretensao de restituicao   Duplicidade nao comprovada   Fato constitutivo de seu direito   Onus do autor   Art  333  I  do CPC 73  atual art  373  I  CPC 15    Manutencao da sentenca   Desprovimento    O Codigo de Processo Civil  em seu art  333  I  vigente a epoca do processamento do feito em primeiro grau de jurisdicao   estabelece que incube ao autor o onus de provar os fatos constitutivos de seu direito  enquanto que cabe ao reu a prova dos fatos extintivos  impeditivos e modificativos do direito do autor  Assim  caberia ao apelante fazer prova dos fatos constitutivos do seu direito  qual seja  comprovar a duplicidade na cobranca da parcela pleiteada  vez que “quod non est in actis  non est in mundo”  aquilo que nao esta nos autos  nao existe no mundo   razao pela qual nao procede a sua irresignacao  V I S T O S   relatados e discutidos os presentes autos acima identificados de apelacao civel  A C O R D A M   em Segunda Camara Civel do Egregio Tribunal de Justica da Paraiba  por votacao unanime  em negar provimento ao recurso de apelacao  nos termos do voto do relator e da sumula do julgamento retro ,1

RELATOR, RELATOR  Des  Oswaldo Trigueiro do Valle Filho  AGRAVANTE  Maria Ivoneide Serafim de Paiva  ADVOGA  DO  Damiao Guimaraes Leite  AGRAVADO  Municipio de Tavares  ADVOGADO  Manoel Arnobio de Sousa  AGRAVO INTERNO  DECISAO MONOCRATICA QUE NAO CONHECEU DO RECURSO DE APELACAO  DECISAO QUE ACOLHEU IMPUGNACAO AO CUMPRIMENTO DE SENTENCA SEM POR FIM A EXECUCAO  DECISAO INTERLOCUTORIA  MANEJO DE APELACAO  ERRO GROSSEIRO  IMPOSSIBILIDADE DE APLI  CACAO DO PRINCIPIO DA FUNGIBILIDADE RECURSAL  CORRETA APLICACAO DO ART  932  INCISO III  DO CODIGO DE PROCESSO CIVIL DE 2015  MANUTENCAO DO NAO CONHECIMENTO  DESPROVIMENTO DO AGRAVO    Contra decisao que nao coloca fim a fase de cumprimento  o recurso cabivel sera o agravo de instrumento  sendo a apelacao admitida apenas para o caso de o ato decisorio importar na extincao do feito    Sendo o agravo de instrumento o recurso cabivel contra a decisao recorrida  constitui erro grosseiro o manejo de apelacao  ante a previsao expressa do cabimento no paragrafo unico do art  1015 do Novo Codigo de Processo Civil  o que afasta a aplicacao do principio da fungibilidade  Vistos  relatados e discutidos os presentes autos  ACORDA a Segunda Camara Civel do Tribunal de Justica da Paraiba  por unanimidade  negar provimento ao recurso  nos termos do voto do relator ,1

RELATOR, RELATORA  EXMA  SRA  DESA  MARIA DAS GRACAS MORAIS GUEDES  01  ,0

RELATOR, RELATOR  EXMA  SRA  DESA  MARIA DAS GRACAS MORAIS GUEDES ,0

RELATOR, RELATORA  EXMA  SRA  DESA  MARIA DAS GRACAS MORAIS GUEDES ,0

RELATOR, RELATOR  EXMO  SR  DR  JOAO BATISTA BARBOSA  Juiz com jurisdicao limitada  convocado para substituir o Exmo  Des  Saulo Henriques de Sa e Benevides  ,0

RELATOR, RELATOR  EXMO  SR  DR  JOAO BATISTA BARBOSA  Juiz com jurisdicao limitada  convocado para substituir o Exmo  Des  Saulo Henriques de Sa e Benevides   1,0

RELATOR, RELATOR  EXMO  SR  DES  MARCOS CAVALCANTI DE ALBUQUERQUE  1,0

RELATOR, RELATORA  EXMA  SRA  DESA  MARIA DAS GRACAS MORAIS GUEDES   PJE 06    Reexame Necessario e Apelacao Civel N  0832231 45 2015 8 15 2001  Oriundo da 6  Vara da Fazenda Publica da Comarca da Capital  Apelante s   PBPREV   Paraiba Previdencia  representada por seu Procurador  Jovelino Caro  lino Delgado Neto  OAB PB 17 281   Advogado s   Julienne Lima Pontes  OAB PB 22 364   Apelado s   Yara Machado Cavalcanti  Advogado s   Orlando Goncalves Lima  OAB PB 1303   Remetente  O Juizo da 6  Vara da Fazenda Publica da Comarca da Capital  RELATOR  EXMO  SR  DES  SAULO HENRIQUES DE SA E BENEVIDES ,1

RELATOR, RELATOR  EXMO  SR  DES  SAULO HENRIQUES DE SA E BENEVIDES ,0

RELATOR, RELATOR  EXMO  SR  DES  MARCOS CAVALCANTI DE ALBUQUERQUE ,0

RELATOR, RELATOR  EXMO  DES  FREDERICO MARTINHO DA NOBREGA COUTINHO,0

RELATOR, RELATOR  EXMO  DES  FREDERICO MARTINHO DA NOBREGA COUTINHO 0,0

RELATOR, RELATOR  EXMO  DES  ROMERO MARCELO DA FONSECA OLIVEIRA,0

RELATOR, RELATOR  EXMO  DES  ROMERO MARCELO DA FONSECA OLIVEIRA 14   EMBARGOS DE DECLARACAO EM AGRAVO INTERNO EM AGRAVO DE INSTRUMENTO N   0800739 53 2017 8 15 0000  ORIGEM  1  Vara da Fazenda Publica da Comarca de Campina Grande  RELATOR  Des  Romero Marcelo da Fonseca Oliveira  EMBARGANTE  Estado da Paraiba  PROCURADOR  Sergio Roberto Felix Lima  EMBARGADO  Condomi  nio do Partage Shopping Campina Grande  ADVOGADO  Gustavo Pinheiro Guimaraes Padilha  OAB  SP n   178 268 A  e Paulo Francisco Maia de Resende Lara  OAB SP n   250 257   RELATOR  EXMO  DES  ROMERO MARCELO DA FONSECA OLIVEIRA,1

RELATOR, RELATOR  EXMO  DES  ROMERO MARCELO DA FONSECA OLIVEIRA 17  ,0

RELATOR, RELATOR  EXMO  DES  ROMERO MARCELO DA FONSECA OLIVEIRA 18  ,0

RELATOR, RELATOR  EXMO  DES  ROMERO MARCELO DA FONSECA OLIVEIRA 19  ,0

RELATOR, RELATOR  EXMO  DES  ROMERO MARCELO DA FONSECA OLIVEIRA 20  ,0

RELATOR, RELATOR  EXMO  DES  ROMERO MARCELO DA FONSECA OLIVEIRA 21  ,0

RELATOR, RELATOR  EXMO  DES  ROMERO MARCELO DA FONSECA OLIVEIRA 22  ,0

RELATOR, RELATOR  EXMO  DES  ROMERO MARCELO DA FONSECA OLIVEIRA 23  ,0

RELATOR, RELATOR  EXMO  DES  ROMERO MARCELO DA FONSECA OLIVEIRA 24  ,0

RELATOR, RELATOR  EXMO  DES  ROMERO MARCELO DA FONSECA OLIVEIRA 25  ,0

RELATOR, RELATOR  EXMO  DES  ROMERO MARCELO DA FONSECA OLIVEIRA 26  ,0

RELATOR, RELATOR  EXMO  DES  ROMERO MARCELO DA FONSECA OLIVEIRA 27  ,0

RELATOR, RELATOR  EXMO  DES  ROMERO MARCELO DA FONSECA OLIVEIRA 28  ,0

RELATOR, RELATOR  EXMO  DES  ROMERO MARCELO DA FONSECA OLIVEIRA 29  ,0

RELATOR, RELATOR  EXMO  DES  JOAO ALVES DA SILVA,0

RELATOR, RELATOR  EXMO  DES  FREDERICO MARTINHO DA NOBREGA COUTINHO 1,0

RELATOR, RELATOR  EXMO  DES  ROMERO MARCELO DA FONSECA OLIVEIRA 8,0

RELATOR, RELATORA  EXMA  SRA  DESA  MARIA DE FATIMA MORAES BEZERRA CAVALCANTI  Agravantes  Everaldo Dutra Barbosa da Silva e outros  Advs  Amanda Borba Dutra   OAB PB n  19 994 e Igor Felipe Pereira dos Santos   OAB PB 17 268   Agravado  PBPREV   Paraiba Previdencia  representada pelo Procurador Chefe JOVELINO CAROLINO DELGADO NETO   OAB PB 17 281   Advs  Jonathas da Silva Simoes   OAB PB 16 797 e outros   COTA  “ADIADO PARA A PROXIMA SESSAO  POR INDICACAO DA RELATORA ”  ,1

RELATOR, RELATOR  EXMO  SR  DES  SAULO HENRIQUES DE SA E BENEVIDES  Requerente  Ministerio Publico do Estado da Paraiba  Requerido  Municipio de Princesa Isabel  COTA  “ADIADO PARA A PROXIMA SESSAO  EM FACE DA AUSENCIA JUSTIFI  CADA DO RELATOR  QUE SE ENCONTRA EM GOZO DE FERIAS”   Pje 6     Acao Direta de Inconstitucionali  dade  Pedido Liminar  n  0800071 48 2018 8 15 0000  RELATORA  EXMA  SRA  DESA  MARIA DE FATIMA MORAES BEZERRA CAVALCANTI  Requerente  Ministerio Publico do Estado da Paraiba  Requerido  Municipio de Emas  COTA  “ADIADO PARA A PROXIMA SESSAO  POR INDICACAO DA RELATORA ”   Pje 7  ,1

RELATOR, RELATOR  EXMO  SR  DR  MARCOS WILLIAM DE OLIVEIRA  JUIZ CONVOCA  DO ATE O PREENCHIMENTO DA VAGA DE DESEMBARGADOR   REVISOR  EXMO  SR  DES  MARCIO MURILO DA CUNHA RAMOS  Requerente  Leonaldo Gomes Siqueira  Advs  Ivan Maria Fernandes Kurisu   OAB PB 5942 e outros   Requerida  Justica Publica  DECISAO  “PEDIDO REVISIONAL INDEFERIDO LIMINAR  MENTE  UNANIME  NOS TERMOS DO VOTO DO RELATOR ”   Pje 9  ,1

