tag,conteudo,saida
ENUNCIADO, ATA DA 9   NONA  SESSAO ORDINARIA DA COLENDA CAMARA CRIMINAL DO EGREGIO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA   Realizada aos vinte e dois  22  dias do mes de fevereiro do ano de dois mil e dezoito  na Sala de Sessoes da Camara Criminal “Des  Manoel Taigy de Queiroz Mello Filho”  localizada no primeiro andar do Anexo Administrativo do Tribunal de Justica do Estado da Paraiba “Desembargador Archimedes Souto Maior”  Na Presidencia  o Excelentissimo Senhor Desembargador Carlos Martins Beltrao Filho  Presentes os Excelentissimos Senhores Desembargadores Joao Benedito da Silva  Marcio Murilo da Cunha Ramos  Arnobio Alves Teodosio  Marcos William de Oliveira  Juiz convocado ate o preenchimento da vaga de Desembargador  e Joao Batista Barbosa  Juiz convocado  com jurisdicao limitada  para substituir o Exmo  Sr  Des  Joao Benedito da Silva   Presente a sessao o Excelentissimo Senhor Alvaro Cristino Pinto Gadelha Campos  Procurador de Justica  Secretariando os trabalhos  a Bel   Werana Moreno Luna Ramalho  Assessora da Camara Criminal  Na oportunidade  foi aprovado  a unanimidade  voto de congratulacoes  proposto pelo Excelentissimo Senhor Desembargador Joao Benedito da Silva  ao Excelentissimo Senhor Desembargador Carlos Martins Beltrao Filho  em razao de sua indicacao pelo plenario deste Tribunal de Justica  por votacao unanime  para preencher a vaga de Membro Efetivo  na categoria Desembargador  do Tribunal Regional Eleitoral do Estado da Paraiba   TRE   PB  apos o fim do mandato da presidente da Corte eleitoral  desembargadora Maria das Gracas Morais Guedes  que deixara o cargo no dia 12 de marco  Associou se as homenagens o Excelentissimo Senhor Alvaro Cristino Pinto Gadelha Campos  Procurador de Justica  Dando prosseguimento  o Excelentissimo Senhor Desembargador Presidente submeteu a aprecia  cao do Augusto Colegiado os processos constantes na pauta de julgamento a seguir discriminados  PRO  CESSOS ELETRONICOS   PJE,1

ENUNCIADO, O Gerente de Protocolo e Distribuicao do Tribunal de Justica da Paraiba o Bel  Genesio Gomes Pereira Neto torna publico  a quem interessar possa  que foram distribuidos os seguintes feitos  DIA  27 02 2018,0

ENUNCIADO, O Diretor Especial do Tribunal de Justica do Estado da Paraiba  escudado no art  1   I  do Ato da Presidencia n  20  de 06 de fevereiro de 2013  faz publicar abaixo  em estrito cumprimento ao disposto no art  3   III  da Resolucao n  34  do Tribunal de Justica do Estado da Paraiba  de 18 de novembro de 2009  c c o art  3   III  da Resolucao 73  do Conselho Nacional de Justica  de 28 de abril de 2009  a relacao das diarias concedidas a servidores e magistrados integrantes do Tribunal ,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NOS PROCESSOS ABAIXO IDENTIFICADOS  “ …  ADMITO O RECURSO ESPECIAL ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NOS PROCESSOS ABAIXO IDENTIFICADOS  “ …  INADMITO O RECURSO ESPECIAL ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NO PROCESSO ABAIXO IDENTIFICADO  “ …  ADMITO O RECURSO EXTRAORDINARIO ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NOS PROCESSOS ABAIXO IDENTIFICADOS  “ …  INADMITO O RECURSO EXTRAORDINARIO ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NO PROCESSO ABAIXO IDENTIFICADO  “ …  nao conheco do pedido de fls  79 83  ao tempo em que determino o arquivamento dos presentes autos ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NO PROCESSO ABAIXO IDENTIFICADO  “ …  nao conheco do pedido de fls  107 111  ao tempo em que determino o arquivamento dos presentes autos ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NO PROCESSO ABAIXO IDENTIFICADO  “ …  diante da perda superveniente do objeto recursal  julgo prejudicado o Agravo Interno  determinando o arquivamento dos autos ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NOS PROCESSOS ABAIXO IDENTIFICADOS  “ …  NEGO SEGUIMENTO ao recurso extra  ordinario ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NOS PROCESSOS ABAIXO IDENTIFICADOS  “ …  com arrimo no art  1 030  I do CPC 2015  e tendo em vista a decisao proferida no RE 855 178 SE  Tema 793   NEGO SEGUIMENTO ao presente recurso extra  ordinario ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NO PROCESSO ABAIXO IDENTIFICADO  “ …  INADMITO o recurso especial  restando prejudicada a analise da liminar pleiteada ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NO PROCESSO ABAIXO IDENTIFICADO  “ …  ADMITO parcialmente o recurso especial  apenas pela alinea “c” do permissivo legal ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NOS PROCESSOS ABAIXO IDENTIFICADOS  “ …  Determino a suspensao do Recurso Extraordinario ate que o Excelso Pretorio defina  por ocasiao do julgamento do Tema 06  a orientacao a ser adotada para os demais casos ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NO PROCESSO ABAIXO IDENTIFICADO  “ …  determino a suspensao do presente recurso extraordinario ate que o Excelso Pretorio defina  por ocasiao do julgamento do Tema 542  a orientacao a ser adotada para os demais casos ”,0

ENUNCIADO, O Excelentissimo Senhor Desembargador Joas de Brito Pereira Filho  Presidente do Tribunal de Justica do Estado da Paraiba  DEFERIU PARCIALMENTE os seguintes processos ,0

ENUNCIADO, O Excelentissimo Senhor Desembargador Joas de Brito Pereira Filho  Presidente do Tribunal de Justica do Estado da Paraiba  determinou o ARQUIVAMENTO dos seguintes processos ,0

ENUNCIADO, O Gerente de Protocolo e Distribuicao do Tribunal de Justica da Paraiba o Bel  Genesio Gomes Pereira Neto torna publico  a quem interessar possa  que foram distribuidos os seguintes feitos  DIA  28 02 2018,0

ENUNCIADO, PAUTA DE JULGAMENTO   E JUS   2  TURMA RECURSAL PERMANENTE DE JOAO PESSOA  Ficam cientes as partes e intimados para a Sessao Ordinaria da 2  TURMA RECURSAL PERMANENTE DE JOAO PESSOA a realizar se no dia 06 de MARCO DE 2018  a partir das 14 00hs  Forum Mario Moacir Porto  Av  Joao Machado  s  n   Joao Pessoa PB  em cuja sessao serao julgados os Recursos referentes aos seguintes processos ,0

ENUNCIADO, O EXCELENTISSIMO DESEMBARGADOR JOAS DE BRITO PEREIRA FILHO  PRESIDENTE DO TRIBU  NAL DE JUSTICA DO ESTADO  NO USO DE SUAS ATRIBUICOES  PROFERIU O SEGUINTE DESPACHO ”Vistos  etc      Inicialmente  verifico que a presente requisicao e a UNICA divida de precatorios do Municipio de Aparecida  conforme listagem apresentada pela Gerencia de Precatorios a fl 235  nao havendo obice  no meu entender  para que as partes transijam a respeito do pagamento do feito  de forma menos gravosa para o ente devedor Todavia  a competencia do Presidente do Tribunal de Justica  em sede de precatorios  e de indole administrativa  nao podendo decidir questoes incidentes de cunho jurisdicional  tal como apresentado pelas partes  que altera substancialmente o conteudo da requisicao formalizada pelo Juizo da execucao  Ressalto  outrossim  que a Sumula 311 STJ e bastante cristalina quanto a natureza da atuacao do Presidente no processamento de precatorios  classificando a como eminentemente administra  tiva  senao vejamos  Sumula 311 STJ  in verbis  “Os atos do presidente do tribunal que disponham sobre processamento e pagamento de precatorio nao tem carater jurisdicional ” Ante o exposto  objetivando viabilizar a analise do acordo pela autoridade judicial competente  deixo de conhecer o pedido formalizado pelas partes  determinando  ato continuo  que seja extraida copia do respectivo termo e encaminhado ao Juizo da 4  Vara da Comarca de Sousa  a fim de que se manifeste expressamente sobre a questao Para melhor aclaramento  informe se ao magistrado a quo acerca da existencia de saldo em favor do Municipio de Aparecida perante este Tribunal  no importe de R 257 035 10  duzentos e cinquenta e sete mil  trinta e cinco reais  e dez centavos   valor que  apos a devida homologacao e cancelamento do precatorio  se for o caso  podera ser transferido a respectiva Vara  vinculado a acao originaria  processo n 0001879 71 2001 815 0371   ou liberado diretamente em favor do credor  caso seja expedido alvara judicial a ser cumprido por esta Corte de Justica  Publique se  Cumpra se Joao Pessoa  21 de marco de 2018 ” NO PROCESSO ABAIXO IDENTIFICADO ,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NOS PROCESSOS ABAIXO IDENTIFICADOS  “ …  determino a suspensao do Recurso Extraordinario ate que o Excelso Pretorio defina  por ocasiao do julgamento do Tema 06  a orientacao a ser adotada para os demais casos ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NOS PROCESSOS ABAIXO IDENTIFICADOS  “ …  determino a suspensao do Recurso Especial ate que o STJ defina  por ocasiao do julgamento do TEMA n  571  a orientacao a ser adotada para os demais casos ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NO PROCESSO ABAIXO IDENTIFICADO  “ …  determino a suspensao do Recurso ESPECIAL ate que o STJ defina  por ocasiao do julgamento do Tema 106  a orientacao a ser adotada para os demais casos ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NOS PROCESSOS ABAIXO IDENTIFICADOS  “ …  ADMITO O RECURSO EXTRAORDINARIO ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NO PROCESSO ABAIXO IDENTIFICADO  “ …  NEGO SEGUIMENTO ao recuRso especial ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NOS PROCESSOS ABAIXO IDENTIFICADOS  “ …  NEGO SEGUIMENTO ao recuRso eXTRAORDINARIO ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NO PROCESSO ABAIXO IDENTIFICADO  “ …  DETERMINO A SUSPENSAO DO RECURSO EXTRAORDINA  RIO DE FLS  149 162  ATE QUE O STF DEFINA  POR OCASIAO DO JULGAMENTO DO TEMA 22  A ORIENTA  CAO A SER ADOTADA PARA OS DEMAIS CASOS ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NO PROCESSO ABAIXO IDENTIFICADO  “ …  com base no art  1 041  caput  do CPC 15  ADMITO o Recurso Especial ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NO PROCESSO ABAIXO IDENTIFICADO  “ …  com arrimo no art  1 030  I do CPC 2015  e tendo em vista a decisao proferida no RE 855 178 SE  Tema 793   NEGO SEGUIMENTO ao presente recurso extraordinario ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NO PROCESSO ABAIXO IDENTIFICADO  “ …  EXCLUO DO SOBRESTAMENTO O RECURSO ESPECIAL INTER  POSTO PELA PARTE E INADMITO O APELO NOBRE  EM RAZAO DE SUA PATENTE INTEMPESTIVIDADE ”,0

ENUNCIADO, A PRESIDENCIA DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA PROFERIU A SEGUINTE DECISAO NO PROCESSO ABAIXO IDENTIFICADO  “ …  nos termos do art  932  I do CPC 15  HOMOLOGO a autocomposicao das partes  na forma proposta nos autos  extinguindo o processo com exame de merito  ao tempo em que considero prejudicado o recurso especial  fls  360 367   consoante preconiza o art  998 do CPC 15 e art  127  XXX  do Regimento Interno deste Tribunal ”,0

ENUNCIADO, O Excelentissimo Senhor Desembargador Joas de Brito Pereira Filho  Presidente do Tribunal de Justica do Estado da Paraiba DEFERIU os Seguintes Processos ,0

ENUNCIADO, O Gerente de Protocolo e Distribuicao do Tribunal de Justica da Paraiba o Bel  Genesio Gomes Pereira Neto torna publico  a quem interessar possa  que foram distribuidos os seguintes feitos  DIA  27 03 2018,0

ENUNCIADO, PAUTA DE JULGAMENTO   TURMA RECURSAL PERMANENTE DE CAMPINA GRANDE  FICAM CIENTES AS PARTES E INTIMADOS PARA A SESSAO ORDINARIA DA TURMA RECURSAL PERMANENTE DE CAMPINA GRANDE A REALIZAR SE NO DIA 12 DE ABRIL DE 2018   A PARTIR DAS 13 30HS  FORUM AFONSO CAMPOS  RUA VICE PREFEITO ANTONIO DE CARVALHO SOUZA  S N   CAMPINA GRANDE PB  EM CUJA SESSAO SERAO JULGADOS OS RECURSOS REFERENTES AOS SEGUINTES PROCESSOS  PJE RE  CURSO   0803833 40 2016 8 15 0001  RECORRENTE  TIM CELULAR S A   ADV  MAURICIO SILVA LEAHY  RECORRIDO  ALYSSON DINIZ GUSMAO   ADV  ERICO VERISSIMO DE LIMA BURITI  RELATOR A   ADRIANA BARRETO LOSSIO DE SOUZA ,1

ENUNCIADO, O Excelentissimo Senhor Diretor Especial do Tribunal de Justica do Estado da Paraiba INDEFERIU os seguintes processos de DIARIAS ,0

ENUNCIADO, O DIRETOR DE GESTAO DE PESSOAS DO TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA  no uso de suas atribuicoes  conforme o Ato da Presidencia n  15 2015 DEFERIU os seguintes processos abaixo relacionados ,0

ENUNCIADO, O Gerente de Protocolo e Distribuicao do Tribunal de Justica da Paraiba o Bel  Genesio Gomes Pereira Neto torna publico  a quem interessar possa  que foram distribuidos os seguintes feitos  DIA  26 04 2018,0

ENUNCIADO, O Diretor de Gestao de Pessoas do Tribunal de Justica do Estado da Paraiba  no uso de suas atribuicoes  conforme o Ato da Presidencia n  15 2015  DEFERIU os seguintes processos abaixo relacionados ,0

ENUNCIADO, O EXCELENTISSIMO DESEMBARGADOR JOAS DE BRITO PEREIRA FILHO  PRESIDENTE DO TRIBUNAL DE JUSTICA DO ESTADO  NO USO DE SUAS ATRIBUICOES  PROFERIU O SEGUINTE DESPACHO ”Vistos  etc       Desse modo  defiro o pedido a fl 69  determinando a remessa dos autos a Diretoria de Economia e Financas deste Tribunal  a fim de efetuar  com as devidas correcoes  o pagamento do credito principal  no valor de R 6 141 06  seis mil  cento e quarenta e um reais  seis centavos   em favor de ALBANISA MONTEIRO DA SILVA MEDEIROS  momento em que devera ser procedida  se for o caso  a retencao da contribuicao previdenciaria e do Imposto de Renda  em observancia as aliquotas legais  fornecendo se a devida certidao Alerto a GEFIC que os honorarios advocaticios sucumbenciais deverao permanecer provisiona  dos administrativamente perante este Tribunal ate a apresentacao dos dados bancarios pela Bela  KATIA MONTEIRO E SILVA Ressalte se  ainda  que nao havendo as informacoes imprescindiveis para efetuar o pagamento deste precatorio  o credito devera ser mantido em conta judicial ate que sejam apresentados os dados necessarios a sua transferencia Apos o pagamento  remetam se a GEPRECAT  a fim de aguardar a manifestacao da parte interessada Publique se  Cumpra se Joao Pessoa  21 de marco de 2018 ” NO PROCESSO ABAIXO IDENTIFICADO ,0

ENUNCIADO, O EXCELENTISSIMO DESEMBARGADOR JOAS DE BRITO PEREIRA FILHO  PRESIDENTE DO TRIBUNAL DE JUSTICA DO ESTADO  NO USO DE SUAS ATRIBUICOES  PROFERIU O SEGUINTE DESPACHO ”Vistos  etc  Infere se dos autos que foi deferido o pagamento do credito preferencial em favor da beneficiaria JOSEFA RODRIGUES COSTA DE ARAUJO  nos moldes do 2  do art  100 da Constituicao Federal  Todavia  por insuficiencia de recursos a conta especial do Municipio de Pilar  a epoca  apenas fora efetivado o pagamento da quantia de R 26 000 00  vinte e seis mil reais    fls 98 100  tendo a decisao a fl 91 dos autos consignado que o pagamento do saldo remanescente restaria condicionado ao pagamento das parcelas do regime especial pelo ente devedor  Pois bem  a fl  103  a Gerencia de Precatorios apresenta extrato bancario da conta especial do Municipio de Pilar  em que se percebe haver saldo suficiente para a quitacao integral do credito preferencial  em favor da Sra  JOSEFA RODRIGUES COSTA DE ARAUJO  conforme memoria de calculo lancada as fls  104  105  Desse modo  objetivando o integral cumprimento da decisao a fl 91  determino a remessa dos autos a Diretoria de Economia e Financas deste Tribunal  a fim de efetuar  com as devidas correcoes  o pagamento do saldo remanescente do credito preferencial  e favor da credora JOSEFA RODRIGUES COSTA DE ARAUJO  ou seja  R 34 751 48  trinta e quatro mil  setecentos e cinquenta e um reais  quarenta e oito centavos   momento em que devera ser procedida  se for o caso  a retencao da contribuicao previdenciaria e do Imposto de Renda  em observancia as aliquotas legais  fornecendo se a devida certidao Ressalte se  ainda  que nao havendo as informacoes imprescindiveis para efetuar o pagamento deste precatorio  o credito devera ser mantido em conta judicial ate que sejam apresentados os dados necessarios a sua transferencia Apos o pagamento  remetam se a GEPRECAT  a fim de que seja providenciado o arquiva  mento do feito  com as cautelas legais  Publique se  Cumpra se Joao Pessoa  19 de marco de 2018 ” NO PROCESSO ABAIXO IDENTIFICADO ,0

ENUNCIADO, O EXCELENTISSIMO DESEMBARGADOR JOAS DE BRITO PEREIRA FILHO  PRESIDENTE DO TRIBUNAL DE JUSTICA DO ESTADO  NO USO DE SUAS ATRIBUICOES  PROFERIU O SEGUINTE DESPACHO ”Vistos  etc       Desse modo  em face do decurso do prazo consignado e da negativa do pagamento  determino o sequestro da quantia de R 6 022 11  seis mil  vinte e dois reais  onze centavos   em favor do credor principal JOAO DO CARMO DE ALBUQUERQUE Em seguida  remetam se os autos a Diretoria de Economia e Financas deste Tribunal para que realize o pagamento deste precatorio  dando lhe plena e total quitacao  momento em que devera ser procedida  se for o caso  a retencao da contribuicao previdenciaria e do Imposto de Renda  conforme as aliquotas pertinentes  fornecendo se a devida declaracao Apresente o credor dados bancarios para deposito do credito principal  copia do CPF  declaracao de RRA  bem como comprovantes de isencao de IR e de contribuicao previdenciaria  se houver Ressalte se  ainda  que nao havendo as informacoes imprescindiveis para efetuar o pagamento deste precatorio  fica autorizado o provisionamento administrativo do credito  ate que as partes interessadas providenciem a documentacao necessaria Publique se  Cumpra se Joao Pessoa  21 de marco de 2018 ” NO PROCESSO ABAIXO IDENTIFICADO ,0

ENUNCIADO, O EXCELENTISSIMO DESEMBARGADOR JOAS DE BRITO PEREIRA FILHO  PRESIDENTE DO TRIBUNAL DE JUSTICA DO ESTADO  NO USO DE SUAS ATRIBUICOES  PROFERIU O SEGUINTE DESPACHO ”Vistos  etc  Infere se dos autos que os honorarios advocaticios sucumbenciais deste requisitorio se encontram provisi  onados administrativamente perante esta Corte de Justica  em face de nao terem sido informados em tempo habil os dados bancarios do beneficiario  Pois bem  objetivando o recebimento do credito a que faz jus  o Bel  LAVOISIER NUNES DE CASTRO atravessa o petitorio a fl 104  em que indica conta bancaria de sua titularidade  Desse modo  defiro o pedido a fl 104  determinando a remessa dos autos a Diretoria de Economia e Financas deste Tribunal  a fim de efetuar  com as devidas correcoes  a liberacao dos honorarios advocaticios sucumbenciais  no valor de R 1 677 02  um mil  seiscentos e setenta e sete reais e dois centavos   em favor de LAVOISIER NUNES DE CASTRO  momento em que devera ser procedida  se for o caso  a retencao do Imposto de Renda  em observancia as aliquotas legais  fornecendo se a devida certidao Ressalte se  ainda  que nao havendo as informacoes imprescindiveis para efetuar o pagamento deste precatorio  o credito devera ser mantido em conta judicial ate que sejam apresentados os dados necessarios a sua transferencia Apos o pagamento  remetam se a GEPRECAT  a fim de que seja providenciado o arquiva  mento do feito  com as cautelas legais Publique se  Cumpra se Joao Pessoa  21 de marco de 2018 ” NO PROCESSO ABAIXO IDENTIFICADO ,0

ENUNCIADO, O EXCELENTISSIMO DESEMBARGADOR JOAS DE BRITO PEREIRA FILHO  PRESIDENTE DO TRIBUNAL DE JUSTICA DO ESTADO  NO USO DE SUAS ATRIBUICOES  PROFERIU O SEGUINTE DESPACHO ”Vistos  etc Atento a decisao desta Presidencia habilitando o a  credor a  como preferencial nos termos do 2  do art  100 da Constituicao Federal  autorizo o levantamento da quantia devida equivalente a ate cinco vezes o valor da RPV  Requisicao de Pequeno Valor   estipulado pela Lei Municipal n 436 2013   maior beneficio do regime geral da previdencia social    nos termos do 2  do art  102 do ADCT  devendo a importancia ser depositada na conta bancaria informada pelo s  credor es  Em seguida  remetam se os autos a Diretoria de Economia e Financas para que realize o pagamento preferencial em favor da parte credora MARIA DE FATIMA LIRA SOARES  no valor de R 22 170 98  vinte e dois mil  cento e setenta reais  noventa e oito centavos   conforme calculos de atualizacao monetaria apresentados a fl 92  momento em que devera ser procedida  se for o caso  a retencao do Imposto de Renda e contribuicao previdenciaria  conforme as aliquotas pertinentes  fornecendo se a devida declaracao Destaco que o pagamento deste requisitorio devera observar estritamente a lista cronologica dos precatorios preferenciais  publicada no Diario da Justica eletronico do dia 28 de fevereiro de 2018  Nao havendo as informacoes imprescindiveis para efetuar o pagamento deste precatorio  fica autorizado o provisionamento administrativo do credito ate que a parte interessada providencie a documentacao necessaria Apos o pagamento do credito preferencial  os autos deverao ser remetidos a Gerencia de Precatorios  a fim de seja providenciado o arquivamento dos feito  com as cautelas legais  Publique se  Arquive se  Cumpra se Joao Pessoa  21 de marco de 2018 ”NO PRO  CESSO ABAIXO IDENTIFICADO ,0

ENUNCIADO, O EXCELENTISSIMO DESEMBARGADOR JOAS DE BRITO PEREIRA FILHO  PRESIDENTE DO TRIBUNAL DE JUSTICA DO ESTADO  NO USO DE SUAS ATRIBUICOES  PROFERIU O SEGUINTE DESPACHO ”Vistos  etc      Desse modo  remetam se os autos a Diretoria de Economia e Financas para que realize o pagamento parcial deste precatorio ate o limite do valor indicado nos calculos a fl 198  momento em que devera ser procedida a retencao do Imposto de Renda  se for o caso  conforme as aliquotas pertinentes  fornecendo se a devida declaracao Destaco que o pagamento deste requisitorio devera observar estritamente a ordem cronologica dos precatorios do Municipio de Gurjao Apos  determino que os autos sejam remetidos a Gerencia Precatorios  a fim de aguardar novos depositos do ente devedor para quitacao do saldo remanescente Ressalte se  ainda  que nao havendo as informacoes imprescindiveis para efetuar o pagamento deste precatorio  fica autorizado o provisionamento administrativo do credito  ate que a parte interessada providencie a documentacao necessaria Publique se  Cumpra se Joao Pessoa  21 de marco de 2018 ” NO PROCESSO ABAIXO IDENTIFICADO ,0

ENUNCIADO, O Excelentissimo Senhor Desembargador Joas de Brito Pereira Filho  Presidente do Tribunal de Justica do Estado da Paraiba  DEFERIU PARCIALMENTE o seguinte processo ,0

ENUNCIADO, O Excelentissimo Senhor Desembargador Joas de Brito Pereira Filho  Presidente do Tribunal de Justica do Estado da Paraiba  DEFERIU o seguinte processo ,0

ENUNCIADO, O Gerente de Protocolo e Distribuicao do Tribunal de Justica da Paraiba o Bel  Genesio Gomes Pereira Neto torna publico  a quem interessar possa  que foram distribuidos os seguintes feitos  DIA  28 03 2018,0

ENUNCIADO, O EXCELENTISSIMO DESEMBARGADOR JOAS DE BRITO PEREIRA FILHO  PRESIDENTE DO TRIBUNAL DE JUSTICA DO ESTADO  NO USO DE SUAS ATRIBUICOES  PROFERIU O SEGUINTE DESPACHO ”Vistos  etc      Inicialmente  em face da nao contestacao das partes homologo os calculos apresentados pela Gerencia de Precatorios a fl 35 Em seguida  remetam se os autos a Diretoria de Economia e Financas deste Tribunal para que realize o pagamento deste precatorio  no valor previsto nos calculos a fl 35        em favor de MARIA APARECIDA AIRES LUCENA  dando lhe plena e total quitacao  momento em que devera ser procedi  da  se for o caso  a retencao da contribuicao previdenciaria e do Imposto de Renda  conforme as aliquotas pertinentes  fornecendo se a devida declaracao Alerto a GEFIC que eventual retencao de contribuicao previdenciaria devera ser efetivada apenas sobre a verba de carater remuneratorio  nao incidindo  portanto  sobre a multa fixada pelo juizo a quo  conforme demonstra o resumo de calculo constante a fl  04 dos autos Apos  determino que o devedor seja oficiado acerca do pagamento  conforme determina o art  32  paragrafo unico  da Resolucao CNJ n   1 15 2010  bem como o juizo de origem O pagamento deste requisitorio devera observar estritamente a ordem cronologica dos precatorios do Municipio de Taperoa Ressalte se  ainda  que nao havendo as informacoes imprescindiveis para efetuar o pagamento deste precatorio  fica autorizado o provisionamento administrativo  ate que as partes providenciem a documentacao necessaria Por fim  apos o pagamento do feito  arquivem se os autos Publique se  Cumpra se Joao Pessoa  25 de abril de 2018 ” NO PROCESSO ABAIXO IDENTIFICADO ,0

